amfi_code,scheme_name,fund_house,cagr_1yr_pct,cagr_3yr_pct,cagr_5yr_pct,sharpe_ratio_calculated,sortino_ratio,alpha_pct,beta,expense_ratio_pct,max_drawdown_pct,fund_score,tracking_error_nifty50_pct,tracking_error_nifty100_pct
120503,ICICI Pru Bluechip Fund - Regular - Growth,ICICI Prudential MF,3.6410000447372637,14.693231522347006,,0.812502301948814,0.8346658623726045,19.35963217928618,-0.0402689523698206,1.42,-13.897862823061635,53.68,18.965901930771608,19.294776031543666
120504,ICICI Pru Bluechip Fund - Direct - Growth,ICICI Prudential MF,13.649410701300436,27.886717505894776,,1.0405688566490552,1.0603773810138761,23.59738341016362,0.016232169761417024,0.8,-12.588275606922513,76.29,19.137581549582713,19.15870037972257
120505,ICICI Pru Midcap Fund - Regular - Growth,ICICI Prudential MF,32.1654576151277,29.64993404956926,,1.190558596306751,1.250035138312352,33.972725564080505,0.000549004250631731,1.36,-18.188513572116292,76.92,23.312357538323944,23.19675096004632
120506,ICICI Pru Value Discovery Fund - Regular - Growth,ICICI Prudential MF,34.358634808068686,18.098572298772766,,0.6621241011051735,0.6753765859459133,17.64320096056229,0.04189646272811975,1.41,-19.82565826298267,51.88,19.538101900066447,19.600483949857455
120507,ICICI Pru Liquid Fund - Regular - Growth,ICICI Prudential MF,7.067325906098354,7.063476974031735,,0.9041623305389642,0.9165953070388927,6.978005973057311,-0.0004440926329707226,0.74,-0.09773140045925681,54.37,12.891203253670383,12.90435755950335
118632,Nippon India Large Cap Fund - Regular - Growth,Nippon India MF,23.220220726735306,18.1852590182084,,1.0959175992660923,1.1205197328586975,24.383516992083475,-0.008353832126962014,1.51,-17.41407508665723,60.65,18.806323287107514,19.2115192503901
118633,Nippon India Large Cap Fund - Direct - Growth,Nippon India MF,29.125704474523317,18.485694594317437,,0.6596198173038668,0.6966392128529744,16.92819262031213,-0.03663900671860934,0.72,-18.629743138595508,61.37,18.89792452699148,19.344939246000745
118634,Nippon India Small Cap Fund - Regular - Growth,Nippon India MF,23.50312361289941,8.599903481542981,,0.4564261243061777,0.4591312587602881,19.11824580272792,0.10349663691337589,1.53,-23.34488614483311,41.86,28.278582633610387,27.72863739829558
118635,Nippon India ETF Nifty 50 BeES,Nippon India MF,23.04620613794772,16.656645561983254,,0.6803950621402518,0.6995229998360207,16.336667372288026,-0.001433521389780139,0.89,-11.650624505409093,59.11,18.403823855443658,18.307639338664934
118636,Nippon India Gilt Securities Fund - Regular - Growth,Nippon India MF,10.79530974928893,4.211757416685535,,-0.30601321923949243,-0.3053724075580029,5.205208221581992,0.0012566742731558475,0.55,-8.316361763638701,37.23,13.574355184604938,13.47582682889032
120841,Kotak Bluechip Fund - Regular - Growth,Kotak Mahindra MF,17.639236454067397,16.446665078408863,,0.5092559163430058,0.5162632852021568,13.927888199423922,0.0363563990221998,1.59,-17.573614164687285,44.57,18.249385340835587,18.31187841857632
120842,Kotak Emerging Equity Fund - Regular - Growth,Kotak Mahindra MF,19.378621087131442,9.896111385771578,,0.08727318479040215,0.08571675699461598,8.115758607403922,0.018056874208118162,1.56,-24.003511326274882,30.7,22.03571856061386,21.91693759423835
120843,Kotak Flexicap Fund - Regular - Growth,Kotak Mahindra MF,28.31806651579336,25.41357504574635,,1.3194419817117224,1.396262398583052,31.410595494046078,-0.02282956979242654,1.45,-12.97396816518679,74.04,20.514776699717423,20.642496841144062
120844,Kotak Liquid Fund - Regular - Growth,Kotak Mahindra MF,6.780707351097548,6.555138646928649,,0.30425182333434503,0.3058200841214641,6.667731869403926,-0.0004007442394784006,0.6,-0.11629327956168764,48.2,12.878471680551149,12.904556781048557
119092,Axis Bluechip Fund - Regular - Growth,Axis Mutual Fund,4.1015077085001295,0.6093199259856963,,0.04524532299034368,0.04564231073474599,7.142105357520978,0.009730745001153627,1.64,-14.401617909337267,24.43,19.148904585183743,18.908165842556627
119093,Axis Bluechip Fund - Direct - Growth,Axis Mutual Fund,20.978299810105216,19.927376280644427,,0.14404122210428394,0.14341873925667284,8.579731283684012,0.02588321244009315,0.75,-21.75139637014823,49.62,19.075894372876366,18.78998377218692
119094,Axis Midcap Fund - Regular - Growth,Axis Mutual Fund,29.91261756035264,36.236320218826144,,1.008625789131447,1.0607538790280233,29.774982986192967,-0.0662654286280376,1.38,-20.960883862039193,75.39,23.70710907370954,23.765197701108367
119095,Axis Small Cap Fund - Regular - Growth,Axis Mutual Fund,-44.5951227986363,-11.218962208312377,,-0.0679256784693741,-0.06833041952547857,4.918259469312547,-0.06695117463929198,1.38,-51.67775370852657,10.62,28.098017915192962,28.57813336985091
101206,ABSL Frontline Equity Fund - Regular - Growth,Aditya Birla Sun Life MF,44.93956742704466,32.72566097608747,,1.0410608155745142,1.0845566273543332,23.85075127258669,0.02108631625012804,1.6,-11.291596329323077,68.75,19.146863819697824,19.27064051369653
101207,ABSL Small Cap Fund - Regular - Growth,Aditya Birla Sun Life MF,-24.171923570171405,-3.1594246762010503,,0.17048069518831582,0.17354261491325482,11.5103655283888,-0.06528924788351526,1.53,-35.44691649336603,23.82,29.16999439531875,29.21174251929163
101208,ABSL Liquid Fund - Regular - Growth,Aditya Birla Sun Life MF,6.907168765435778,6.080205049018561,,-0.41722938246152713,-0.40741087117080227,6.274385885905809,0.00026670968338238335,0.79,-0.16224980244717319,35.92,12.860149861648814,12.89568921773665
102885,UTI Nifty 50 Index Fund - Regular - Growth,UTI Mutual Fund,19.079664536994457,18.25384585690104,,0.8328147683762687,0.8581294632693188,18.581455114098144,-0.019486785689474536,1.57,-10.859862152502323,54.22,18.19256550225138,18.368034296960943
102886,UTI Mid Cap Fund - Regular - Growth,UTI Mutual Fund,-12.845144721316027,-1.993645366016883,,-0.1947073805832031,-0.19071948105562395,2.939137842663442,-0.04212502902189429,1.51,-28.00112356639287,16.36,22.68889829315837,22.560814215136638
102887,UTI Flexi Cap Fund - Regular - Growth,UTI Mutual Fund,11.219546124484436,26.212376157937854,,0.632319243278044,0.6609049619141061,17.593132007428537,0.016682689437770806,1.64,-21.53982711238323,53.11,20.01521479229636,20.221623215661825
148567,Mirae Asset Large Cap Fund - Regular - Growth,Mirae Asset MF,15.46638439085639,31.495335576695418,,1.4625040290030797,1.4776803315864886,30.956254803651028,0.023683558075848616,1.46,-11.26572907502827,79.6,19.39957920982051,18.96636779215802
148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,Mirae Asset MF,9.591635123774722,13.526654355414113,,0.9393621577599311,0.9677578806587319,23.200596106193892,-0.02638771994384303,1.52,-15.27259422823477,55.27,20.089998804821143,20.321345225145677
148569,Mirae Asset Tax Saver Fund - Regular - Growth,Mirae Asset MF,44.34222087674349,23.388973345158035,,1.2463441409620544,1.314890936031323,32.6501761963701,0.01813388408385925,1.6,-16.396742946932633,69.89,21.938892755969007,21.736518889258573
149322,DSP Top 100 Equity Fund - Regular - Growth,DSP Mutual Fund,19.204740544051212,16.61251630174072,,0.4780917280523983,0.482227136936629,14.076316694446556,-0.004050271130006511,1.54,-14.844576917771747,45.58,19.14896531862072,19.326406331048716
149323,DSP Midcap Fund - Regular - Growth,DSP Mutual Fund,22.77278799917939,23.888131507039432,,1.1434895599140866,1.1474046581328465,30.453349301026343,-0.002523004664699212,1.61,-17.24810575345138,67.25,21.89385328406311,21.952116319885416
149324,DSP Small Cap Fund - Regular - Growth,DSP Mutual Fund,63.35906970660301,25.315693392596184,,0.9579170598994393,0.996176599908065,35.039840402930224,0.011455159960520695,1.52,-31.17190030063422,67.22,27.17887721093627,27.917030841826744
